,uid,speed,me_to_junc,me_to_inf,x1_vs_me,inf_rel_speed,x1_rel_speed,acc_label
53,"(0, 4, '9')",0.1,0.2912397379887146,3.676999110542784,-0.4854543107434435,0.0,0.04166666666666666,0
54,"(0, 4, '10')",0.1,2.3956100159513047,0.808983735486339,1.6189159672191467,0.0,0.04166666666666666,0
55,"(0, 5, '0')",0.1,1.4866262804649657,1.2953865424762512,0.7599322317328077,0.0,0.04999999999999999,0
56,"(0, 5, '1')",0.1,0.28884458754066267,1.9146454073202737,-2.3361648564213597,0.0,0.0,0
57,"(0, 5, '2')",0.09166666666666667,0.4469823072851109,4.459247877796138,-3.0146654832690443,-0.008333333333333331,-0.008333333333333331,1
58,"(0, 5, '3')",0.1,1.9666291953508366,8.420503674084772,-1.9963079478965744,0.0,0.008333333333333331,0
59,"(0, 5, '4')",0.1,1.9089514800735385,1.5442139336618794,-4.340513158230991,0.0,0.0,0
60,"(0, 5, '5')",0.1,0.36473754641165923,3.0526811272935186,-5.88472709189287,0.0,0.0,0
61,"(0, 5, '6')",0.05000000000000002,0.726694048732158,2.6368769172130344,0.5354543107434435,-0.04166666666666666,-0.04999999999999999,-1
62,"(0, 5, '7')",0.1,2.953811112230828,1.5541422870042652,2.7625713742421136,0.04166666666666666,0.0,0
63,"(0, 5, '8')",0.05833333333333335,1.3996688252265632,0.6729747764944052,1.2084290872378487,0.008333333333333331,-0.04166666666666666,-1
64,"(0, 5, '9')",0.1,0.19123973798871452,3.676999110542784,-0.5354543107434435,0.0,0.04999999999999999,0
65,"(0, 5, '10')",0.1,2.2956100159513046,0.808983735486339,1.5689159672191466,0.0,0.04999999999999999,0
66,"(0, 6, '0')",0.1,1.3866262804649656,1.2953865424762512,0.7015988983994742,0.0,0.05833333333333332,0
67,"(0, 6, '1')",0.1,0.1888445875406627,1.9146454073202737,-2.3361648564213593,0.0,0.0,0
68,"(0, 6, '2')",0.1,0.3469823072851108,4.459247877796139,-3.0146654832690447,0.0,0.0,0
69,"(0, 6, '3')",0.1,1.8666291953508365,8.420503674084772,-1.9963079478965744,0.0,0.0,0
70,"(0, 6, '4')",0.1,1.8089514800735387,1.5442139336618794,-4.34051315823099,0.0,0.0,0
71,"(0, 6, '5')",0.1,0.26473754641165925,3.0526811272935186,-5.884727091892869,0.0,0.0,0
72,"(0, 6, '6')",0.041666666666666685,0.6850273820654914,2.6952102505463684,0.593787644076777,-0.05833333333333332,-0.05833333333333332,1
73,"(0, 6, '7')",0.1,2.8538111122308285,1.504142287004265,2.762571374242114,0.04999999999999999,0.0,0
74,"(0, 6, '8')",0.05000000000000002,1.3496688252265632,0.6646414431610718,1.2584290872378487,0.008333333333333331,-0.04999999999999999,-1
75,"(0, 6, '9')",0.1,0.09123973798871443,3.676999110542784,-0.593787644076777,0.0,0.05833333333333332,0
76,"(0, 6, '10')",0.1,2.1956100159513046,0.808983735486339,1.510582633885813,0.0,0.05833333333333332,0
77,"(0, 7, '0')",0.1,1.2866262804649655,1.2953865424762512,0.6515988983994742,0.0,0.04999999999999999,0
78,"(0, 7, '1')",0.1,0.08884458754066266,1.9146454073202737,-2.3361648564213597,0.0,0.0,0
79,"(0, 7, '2')",0.1,0.24698230728511072,4.459247877796138,-3.0146654832690443,0.0,0.0,0
80,"(0, 7, '3')",0.1,1.7666291953508364,8.420503674084772,-1.9963079478965744,0.0,0.0,0
81,"(0, 7, '4')",0.1,1.7089514800735386,1.5442139336618794,-4.340513158230989,0.0,0.0,0
82,"(0, 7, '5')",0.1,0.16473754641165927,3.0526811272935186,-5.884727091892868,0.0,0.0,0
83,"(0, 7, '6')",0.05000000000000002,0.6350273820654914,2.745210250546368,-0.6515988983994742,-0.04999999999999999,-0.04999999999999999,1
84,"(0, 7, '7')",0.1,2.753811112230828,1.4458089536709318,1.4671848317658625,0.05833333333333332,0.0,0
85,"(0, 7, '8')",0.041666666666666685,1.3080021585598964,0.6729747764944051,0.02137587809493091,-0.008333333333333331,-0.05833333333333332,-1
86,"(0, 7, '9')",0.1,3.2616477905541554,3.676999110542784,3.0146654832690447,0.0,0.0,0
87,"(0, 7, '10')",0.1,2.0956100159513045,0.8089837354863391,1.4605826338858132,0.0,0.04999999999999999,0
88,"(0, 8, '0')",0.1,1.1866262804649654,1.2953865424762512,0.6099322317328074,0.0,0.04166666666666666,0
89,"(0, 8, '1')",0.1,4.568456519551102,1.9146454073202737,3.3818302390861366,0.0,0.0,0
90,"(0, 8, '2')",0.1,0.14698230728511064,4.459247877796138,-3.0146654832690447,0.0,0.0,0
91,"(0, 8, '3')",0.1,1.6666291953508365,8.42050367408477,-1.9963079478965742,0.0,0.0,0
92,"(0, 8, '4')",0.1,1.6089514800735385,1.5442139336618792,-4.34051315823099,0.0,0.0,0
93,"(0, 8, '5')",0.1,0.0647375464116593,3.0526811272935186,-5.884727091892869,0.0,0.0,0
94,"(0, 8, '6')",0.05833333333333335,0.576694048732158,2.786876917213035,-0.6099322317328074,-0.04166666666666666,-0.04166666666666666,1
95,"(0, 8, '7')",0.1,2.6538111122308283,1.379142287004265,1.467184831765863,0.06666666666666665,0.0,0
96,"(0, 8, '8')",0.033333333333333354,1.274668825226563,0.697974776494405,0.08804254476159756,-0.024999999999999994,-0.06666666666666665,-1
97,"(0, 8, '9')",0.1,3.161647790554155,3.676999110542784,3.0146654832690443,0.0,0.0,0
98,"(0, 8, '10')",0.1,1.9956100159513046,0.8089837354863391,1.4189159672191467,0.0,0.04166666666666666,0
99,"(0, 9, '0')",0.1,1.0866262804649656,1.2953865424762514,0.5765988983994742,0.0,0.033333333333333326,0
100,"(0, 9, '1')",0.1,4.468456519551102,1.9146454073202737,3.3818302390861366,0.0,0.0,0
101,"(0, 9, '2')",0.1,0.04698230728511055,4.459247877796138,-3.0146654832690443,0.0,0.0,0
102,"(0, 9, '3')",0.1,1.5666291953508367,8.420503674084772,-1.996307947896574,0.0,0.0,0
103,"(0, 9, '4')",0.1,1.5089514800735384,1.5442139336618792,-4.340513158230991,0.0,0.0,0
104,"(0, 9, '5')",0.1,2.2250094439620223,3.0526811272935186,-6.0843388176634114,0.0,0.0,0
105,"(0, 9, '6')",0.06666666666666668,0.5100273820654914,2.820210250546368,-0.5765988983994742,-0.033333333333333326,-0.033333333333333326,1
106,"(0, 9, '7')",0.1,2.5538111122308282,1.3041422870042654,1.4671848317658627,0.07499999999999998,0.0,0
107,"(0, 9, '8')",0.025000000000000022,1.2496688252265629,0.7396414431610715,0.1630425447615973,-0.04166666666666666,-0.07499999999999998,-1
108,"(0, 9, '9')",0.1,3.0616477905541553,3.6769991105427833,3.0146654832690447,0.0,0.0,0
109,"(0, 9, '10')",0.1,1.8956100159513045,0.808983735486339,1.385582633885813,0.0,0.033333333333333326,0
110,"(0, 10, '0')",0.1,0.9866262804649656,1.2953865424762516,0.5515988983994742,0.0,0.024999999999999994,-1
111,"(0, 10, '1')",0.1,4.368456519551103,1.9146454073202737,3.381830239086137,0.0,0.0,0
112,"(0, 10, '2')",0.1,3.4629371432474105,4.459247877796138,1.996307947896574,0.0,0.0,0
113,"(0, 10, '3')",0.1,1.4666291953508366,8.420503674084772,-1.996307947896574,0.0,0.0,0
114,"(0, 10, '4')",0.1,1.4089514800735383,1.544213933661879,-4.340513158230991,0.0,0.0,0
115,"(0, 10, '5')",0.1,2.125009443962022,3.0526811272935186,-6.084338817663412,0.0,0.0,0
116,"(0, 10, '6')",0.07500000000000001,0.43502738206549135,2.845210250546369,-0.5515988983994742,-0.024999999999999994,-0.024999999999999994,1
117,"(0, 10, '7')",0.1,2.453811112230828,1.220808953670932,1.4671848317658625,0.08333333333333331,0.0,0
118,"(0, 10, '8')",0.01666666666666669,1.2330021585598963,0.797974776494405,0.24637587809493067,-0.05833333333333332,-0.08333333333333331,2
119,"(0, 10, '9')",0.1,2.9616477905541547,3.6769991105427833,0.16945523272267593,0.0,0.024999999999999994,0
120,"(0, 10, '10')",0.1,1.7956100159513044,0.808983735486339,1.3605826338858131,0.0,0.024999999999999994,0
121,"(0, 11, '0')",0.09166666666666667,0.8949596137982989,1.303719875809585,0.5432655650661409,-0.008333333333333331,0.008333333333333331,-1
122,"(0, 11, '1')",0.1,4.268456519551102,1.9146454073202739,3.3734969057528033,0.0,0.008333333333333331,0
123,"(0, 11, '2')",0.1,3.36293714324741,4.459247877796138,1.9963079478965735,0.0,0.0,0
124,"(0, 11, '3')",0.1,1.3666291953508365,8.420503674084772,-1.996307947896574,0.0,0.0,0
125,"(0, 11, '4')",0.1,1.3089514800735382,1.5442139336618788,-4.340513158230991,0.0,0.0,0
126,"(0, 11, '5')",0.1,2.0250094439620225,3.0526811272935186,-6.084338817663412,0.0,0.0,0
127,"(0, 11, '6')",0.08333333333333334,0.35169404873215804,2.861876917213035,-0.5432655650661409,-0.016666666666666663,-0.008333333333333331,1
128,"(0, 11, '7')",0.1,2.353811112230828,1.1624756203375988,1.4588514984325291,0.05833333333333331,0.008333333333333331,0
129,"(0, 11, '8')",0.04166666666666669,1.1913354918932295,0.8396414431610715,0.2963758780949306,-0.04166666666666665,-0.04999999999999998,2
130,"(0, 11, '9')",0.1,2.861647790554155,3.6769991105427833,0.15278856605600932,0.0,0.016666666666666663,0
131,"(0, 11, '10')",0.1,1.6956100159513046,0.8006504021530056,1.3439159672191465,0.008333333333333331,0.016666666666666663,0
132,"(0, 12, '0')",0.08333333333333334,0.8116262804649655,1.3203865424762515,0.5515988983994742,-0.016666666666666663,-0.008333333333333331,-1
133,"(0, 12, '1')",0.1,4.1684565195511025,1.9146454073202737,3.356830239086137,0.0,0.016666666666666663,0
134,"(0, 12, '2')",0.1,3.2629371432474104,4.459247877796138,1.996307947896574,0.0,0.0,0
135,"(0, 12, '3')",0.1,1.2666291953508364,8.420503674084772,-1.996307947896574,0.0,0.0,0
136,"(0, 12, '4')",0.1,1.2089514800735381,1.5442139336618788,-4.34051315823099,0.0,0.0,0
137,"(0, 12, '5')",0.1,1.9250094439620224,3.052681127293519,-6.0843388176634114,0.0,0.0,0
138,"(0, 12, '6')",0.09166666666666667,0.26002738206549136,2.8702102505463687,-0.5515988983994742,-0.008333333333333331,0.008333333333333331,1
139,"(0, 12, '7')",0.1,2.253811112230828,1.1291422870042653,1.4421848317658625,0.03333333333333331,0.016666666666666663,0
140,"(0, 12, '8')",0.0666666666666667,1.1246688252265629,0.8646414431610715,0.3130425447615973,-0.02499999999999998,-0.01666666666666665,1
141,"(0, 12, '9')",0.1,2.761647790554155,3.6769991105427837,0.14445523272267602,0.0,0.008333333333333331,0
142,"(0, 12, '10')",0.1,1.5956100159513045,0.7839837354863389,1.3355826338858132,0.016666666666666663,0.008333333333333331,0
143,"(0, 13, '0')",0.07500000000000001,0.7366262804649655,1.3453865424762514,0.5765988983994741,-0.024999999999999994,-0.024999999999999994,-1
144,"(0, 13, '1')",0.1,4.068456519551102,1.9146454073202737,3.3318302390861367,0.0,0.024999999999999994,0
145,"(0, 13, '2')",0.1,3.16293714324741,4.459247877796138,1.9963079478965735,0.0,0.0,0
146,"(0, 13, '3')",0.1,1.1666291953508363,8.42050367408477,-1.996307947896574,0.0,0.0,0
147,"(0, 13, '4')",0.1,1.108951480073538,1.5442139336618788,-4.340513158230991,0.0,0.0,0
148,"(0, 13, '5')",0.1,1.8250094439620224,3.0526811272935186,-6.084338817663412,0.0,0.0,0
149,"(0, 13, '6')",0.1,0.16002738206549139,2.8702102505463687,-0.5765988983994741,0.0,0.024999999999999994,0
150,"(0, 13, '7')",0.1,2.1538111122308283,1.1041422870042652,1.4171848317658629,0.02499999999999998,0.024999999999999994,0
151,"(0, 13, '8')",0.07500000000000002,1.049668825226563,0.8896414431610715,0.31304254476159743,-0.02499999999999998,1.3877787807814457e-17,1
152,"(0, 13, '9')",0.1,2.661647790554155,3.6769991105427837,0.14445523272267602,0.0,0.0,0
153,"(0, 13, '10')",0.1,1.4956100159513044,0.758983735486339,1.335582633885813,0.024999999999999994,0.0,0
154,"(0, 14, '0')",0.06666666666666668,0.6699596137982988,1.3787198758095849,0.6099322317328074,-0.033333333333333326,-0.033333333333333326,-1
155,"(0, 14, '1')",0.1,3.968456519551102,1.9146454073202737,3.298496905752803,0.0,0.033333333333333326,0
156,"(0, 14, '2')",0.1,3.06293714324741,4.459247877796138,1.996307947896574,0.0,0.0,0
157,"(0, 14, '3')",0.1,1.0666291953508362,8.420503674084772,-1.996307947896574,0.0,0.0,0
158,"(0, 14, '4')",0.1,1.008951480073538,1.5442139336618785,-4.340513158230991,0.0,0.0,0
159,"(0, 14, '5')",0.1,1.7250094439620225,3.0526811272935186,-6.084338817663412,0.0,0.0,0
160,"(0, 14, '6')",0.1,0.06002738206549141,2.870210250546369,-0.6099322317328074,0.0,0.033333333333333326,0
161,"(0, 14, '7')",0.1,2.0538111122308282,1.0874756203375986,1.3838514984325294,0.01666666666666665,0.033333333333333326,0
162,"(0, 14, '8')",0.08333333333333336,0.9663354918932296,0.9063081098277382,0.2963758780949308,-0.01666666666666665,0.016666666666666677,-2
163,"(0, 14, '9')",0.1,2.561647790554155,3.6769991105427837,0.14445523272267602,0.0,0.0,0
164,"(0, 14, '10')",0.1,1.3956100159513045,0.7256504021530057,1.3355826338858132,0.033333333333333326,0.0,-1
165,"(0, 15, '0')",0.05833333333333335,0.6116262804649655,1.4203865424762516,-0.2963758780949308,-0.04166666666666666,-6.938893903907228e-18,1
166,"(0, 15, '1')",0.1,3.868456519551102,1.9146454073202737,3.2568302390861366,0.0,0.04166666666666666,0
167,"(0, 15, '2')",0.1,2.96293714324741,4.459247877796138,1.996307947896574,0.0,0.0,0
168,"(0, 15, '3')",0.1,0.9666291953508361,8.420503674084772,-1.9963079478965744,0.0,0.0,0
169,"(0, 15, '4')",0.1,0.9089514800735381,1.5442139336618788,-4.34051315823099,0.0,0.0,0
170,"(0, 15, '5')",0.1,1.6250094439620224,3.0443477939601857,-6.084338817663412,0.008333333333333331,0.0,0
171,"(0, 15, '6')",0.1,2.317192557831479,2.8702102505463687,-0.14445523272267558,0.0,0.0,0
172,"(0, 15, '7')",0.1,1.9538111122308282,1.045808953670932,1.3421848317658627,0.04166666666666665,0.04166666666666666,0
173,"(0, 15, '8')",0.058333333333333355,0.9080021585598963,0.9479747764944049,0.2963758780949308,-0.04166666666666665,6.938893903907228e-18,-2
174,"(0, 15, '9')",0.1,2.4616477905541547,3.6769991105427837,0.14445523272267558,0.0,0.0,0
175,"(0, 15, '10')",0.09166666666666667,1.303943349284638,0.6923170688196724,0.39594119072474165,0.033333333333333326,0.03333333333333332,-1
176,"(0, 16, '0')",0.06666666666666668,0.5449596137982988,1.4537198758095848,-0.32970921142826404,-0.033333333333333326,0.033333333333333326,1
177,"(0, 16, '1')",0.1,3.768456519551102,1.9146454073202737,3.2234969057528033,0.0,0.033333333333333326,0
178,"(0, 16, '2')",0.1,2.86293714324741,4.459247877796138,1.996307947896574,0.0,0.0,0
